设备名,识别内容的名称,识别图像（矩形）左下角X值,识别图像（矩形）左下角Y值,识别图像（矩形）左上角X值,识别图像（矩形）左上角Y值,识别图像（矩形）右上角X值,识别图像（矩形）右上角Y值,识别图像（矩形）右下角X值,识别图像（矩形）右下角Y值
i5-12490F+RTX 2060s,足球,923,96,923,179,956,179,956,96
i5-12490F+RTX 2060s,红方队员,1023,129,1023,210,1065,210,1065,129
i5-12490F+RTX 2060s,红方队员,1776,205,1776,303,1814,303,1814,205
i5-12490F+RTX 2060s,红方队员,998,258,998,350,1034,350,1034,258
i5-12490F+RTX 2060s,足球,42,281,42,375,90,375,90,281
i5-12490F+RTX 2060s,足球,1095,274,1095,369,1126,369,1126,274
i5-12490F+RTX 2060s,红方队员,1567,323,1567,433,1613,433,1613,323
i5-12490F+RTX 2060s,红方队员,1465,478,1465,595,1517,595,1517,478
i5-12490F+RTX 2060s,足球,333,76,333,117,362,117,362,76
i5-12490F+RTX 2060s,足球,421,80,421,156,455,156,455,80
i5-12490F+RTX 2060s,红方队员,882,99,882,182,922,182,922,99
i5-12490F+RTX 2060s,足球,921,98,921,180,954,180,954,98
i5-12490F+RTX 2060s,红方队员,1017,130,1017,207,1059,207,1059,130
i5-12490F+RTX 2060s,红方队员,1769,205,1769,302,1811,302,1811,205
i5-12490F+RTX 2060s,红方队员,994,260,994,347,1027,347,1027,260
i5-12490F+RTX 2060s,足球,29,281,29,375,79,375,79,281
i5-12490F+RTX 2060s,足球,1086,271,1086,374,1118,374,1118,271
i5-12490F+RTX 2060s,红方队员,1562,327,1562,430,1597,430,1597,327
i5-12490F+RTX 2060s,红方队员,1462,478,1462,598,1515,598,1515,478
i5-12490F+RTX 2060s,足球,323,66,323,121,351,121,351,66
i5-12490F+RTX 2060s,足球,412,89,412,144,441,144,441,89
i5-12490F+RTX 2060s,红方队员,875,101,875,180,912,180,912,101
i5-12490F+RTX 2060s,足球,918,100,918,179,951,179,951,100
i5-12490F+RTX 2060s,红方队员,1015,133,1015,210,1044,210,1044,133
i5-12490F+RTX 2060s,红方队员,1760,201,1760,302,1805,302,1805,201
i5-12490F+RTX 2060s,红方队员,987,261,987,350,1018,350,1018,261
i5-12490F+RTX 2060s,足球,15,280,15,377,72,377,72,280
i5-12490F+RTX 2060s,足球,1085,275,1085,374,1119,374,1119,275
i5-12490F+RTX 2060s,红方队员,1556,324,1556,433,1591,433,1591,324
i5-12490F+RTX 2060s,红方队员,1454,488,1454,596,1515,596,1515,488
i5-12490F+RTX 2060s,足球,314,66,314,124,342,124,342,66
i5-12490F+RTX 2060s,红方队员,571,78,571,116,596,116,596,78
i5-12490F+RTX 2060s,足球,397,85,397,156,440,156,440,85
i5-12490F+RTX 2060s,红方队员,872,99,872,180,908,180,908,99
i5-12490F+RTX 2060s,足球,916,101,916,178,950,178,950,101
i5-12490F+RTX 2060s,红方队员,1012,132,1012,212,1042,212,1042,132
i5-12490F+RTX 2060s,红方队员,1754,200,1754,303,1804,303,1804,200
i5-12490F+RTX 2060s,红方队员,981,261,981,353,1017,353,1017,261
i5-12490F+RTX 2060s,足球,2,279,2,366,59,366,59,279
i5-12490F+RTX 2060s,足球,1081,275,1081,376,1118,376,1118,275
i5-12490F+RTX 2060s,红方队员,1547,321,1547,435,1579,435,1579,321
i5-12490F+RTX 2060s,红方队员,1454,477,1454,596,1511,596,1511,477
i5-12490F+RTX 2060s,足球,304,68,304,124,334,124,334,68
i5-12490F+RTX 2060s,足球,390,84,390,155,432,155,432,84
i5-12490F+RTX 2060s,红方队员,866,96,866,178,898,178,898,96
i5-12490F+RTX 2060s,足球,914,102,914,177,947,177,947,102
i5-12490F+RTX 2060s,红方队员,1002,133,1002,212,1031,212,1031,133
i5-12490F+RTX 2060s,红方队员,1749,201,1749,300,1804,300,1804,201
i5-12490F+RTX 2060s,红方队员,975,260,975,350,1007,350,1007,260
i5-12490F+RTX 2060s,足球,0,274,0,369,56,369,56,274
i5-12490F+RTX 2060s,足球,1076,276,1076,376,1115,376,1115,276
i5-12490F+RTX 2060s,红方队员,1542,319,1542,432,1575,432,1575,319
i5-12490F+RTX 2060s,红方队员,1453,474,1453,600,1507,600,1507,474
i5-12490F+RTX 2060s,足球,290,54,290,129,332,129,332,54
i5-12490F+RTX 2060s,足球,378,82,378,158,419,158,419,82
i5-12490F+RTX 2060s,红方队员,864,93,864,178,893,178,893,93
i5-12490F+RTX 2060s,足球,911,103,911,178,943,178,943,103
i5-12490F+RTX 2060s,红方队员,994,131,994,212,1024,212,1024,131
i5-12490F+RTX 2060s,红方队员,1743,204,1743,302,1789,302,1789,204
i5-12490F+RTX 2060s,红方队员,965,257,965,353,1000,353,1000,257
i5-12490F+RTX 2060s,足球,1,274,1,364,49,364,49,274
i5-12490F+RTX 2060s,足球,1069,276,1069,376,1112,376,1112,276
i5-12490F+RTX 2060s,红方队员,1538,316,1538,423,1574,423,1574,316
i5-12490F+RTX 2060s,红方队员,1448,477,1448,594,1493,594,1493,477
i5-12490F+RTX 2060s,足球,283,54,283,128,322,128,322,54
i5-12490F+RTX 2060s,足球,376,91,376,140,409,140,409,91
i5-12490F+RTX 2060s,红方队员,860,94,860,179,888,179,888,94
i5-12490F+RTX 2060s,足球,910,104,910,180,943,180,943,104
i5-12490F+RTX 2060s,红方队员,987,131,987,211,1020,211,1020,131
i5-12490F+RTX 2060s,红方队员,1739,203,1739,303,1774,303,1774,203
i5-12490F+RTX 2060s,红方队员,955,255,955,353,995,353,995,255
i5-12490F+RTX 2060s,足球,1063,278,1063,378,1110,378,1110,278
i5-12490F+RTX 2060s,红方队员,1532,317,1532,423,1575,423,1575,317
i5-12490F+RTX 2060s,红方队员,1449,475,1449,590,1488,590,1488,475
i5-12490F+RTX 2060s,足球,277,64,277,121,306,121,306,64
i5-12490F+RTX 2060s,足球,370,90,370,144,400,144,400,90
i5-12490F+RTX 2060s,红方队员,850,91,850,180,885,180,885,91
i5-12490F+RTX 2060s,足球,908,103,908,181,943,181,943,103
i5-12490F+RTX 2060s,红方队员,981,131,981,210,1021,210,1021,131
i5-12490F+RTX 2060s,红方队员,1736,202,1736,304,1771,304,1771,202
i5-12490F+RTX 2060s,红方队员,947,256,947,348,989,348,989,256
i5-12490F+RTX 2060s,足球,1062,278,1062,378,1108,378,1108,278
i5-12490F+RTX 2060s,红方队员,1525,316,1525,423,1561,423,1561,316
i5-12490F+RTX 2060s,红方队员,1443,474,1443,592,1483,592,1483,474
i5-12490F+RTX 2060s,足球,272,66,272,123,304,123,304,66
i5-12490F+RTX 2060s,足球,356,82,356,159,390,159,390,82
i5-12490F+RTX 2060s,红方队员,843,91,843,180,883,180,883,91
i5-12490F+RTX 2060s,足球,908,104,908,180,944,180,944,104
i5-12490F+RTX 2060s,红方队员,971,128,971,209,1008,209,1008,128
i5-12490F+RTX 2060s,红方队员,1727,202,1727,303,1765,303,1765,202
i5-12490F+RTX 2060s,红方队员,939,258,939,347,970,347,970,258
i5-12490F+RTX 2060s,足球,1061,276,1061,378,1105,378,1105,276
i5-12490F+RTX 2060s,红方队员,1518,317,1518,422,1560,422,1560,317
i5-12490F+RTX 2060s,红方队员,1435,474,1435,594,1477,594,1477,474
i5-12490F+RTX 2060s,足球,263,68,263,121,290,121,290,68
i5-12490F+RTX 2060s,红方队员,838,94,838,181,876,181,876,94
i5-12490F+RTX 2060s,足球,903,103,903,178,934,178,934,103
i5-12490F+RTX 2060s,红方队员,963,128,963,211,1002,211,1002,128
i5-12490F+RTX 2060s,红方队员,1723,204,1723,301,1757,301,1757,204
i5-12490F+RTX 2060s,红方队员,929,260,929,354,960,354,960,260
i5-12490F+RTX 2060s,足球,1062,275,1062,376,1097,376,1097,275
i5-12490F+RTX 2060s,红方队员,1513,317,1513,422,1555,422,1555,317
i5-12490F+RTX 2060s,红方队员,1433,471,1433,593,1472,593,1472,471
i5-12490F+RTX 2060s,足球,255,69,255,128,280,128,280,69
i5-12490F+RTX 2060s,足球,338,78,338,160,375,160,375,78
i5-12490F+RTX 2060s,红方队员,832,96,832,182,871,182,871,96
i5-12490F+RTX 2060s,足球,903,104,903,178,933,178,933,104
i5-12490F+RTX 2060s,红方队员,955,129,955,211,990,211,990,129
i5-12490F+RTX 2060s,红方队员,1720,205,1720,301,1756,301,1756,205
i5-12490F+RTX 2060s,红方队员,921,260,921,351,950,351,950,260
i5-12490F+RTX 2060s,足球,1062,274,1062,375,1094,375,1094,274
i5-12490F+RTX 2060s,红方队员,1506,320,1506,421,1551,421,1551,320
i5-12490F+RTX 2060s,红方队员,1429,472,1429,595,1473,595,1473,472
i5-12490F+RTX 2060s,足球,246,67,246,126,276,126,276,67
i5-12490F+RTX 2060s,足球,324,80,324,162,369,162,369,80
i5-12490F+RTX 2060s,红方队员,829,98,829,180,860,180,860,98
i5-12490F+RTX 2060s,足球,902,102,902,179,932,179,932,102
i5-12490F+RTX 2060s,红方队员,953,132,953,212,984,212,984,132
i5-12490F+RTX 2060s,红方队员,1711,206,1711,302,1747,302,1747,206
i5-12490F+RTX 2060s,红方队员,917,262,917,352,946,352,946,262
i5-12490F+RTX 2060s,足球,1061,274,1061,375,1091,375,1091,274
i5-12490F+RTX 2060s,红方队员,1502,318,1502,421,1541,421,1541,318
i5-12490F+RTX 2060s,红方队员,1422,475,1422,593,1471,593,1471,475
i5-12490F+RTX 2060s,足球,235,67,235,127,268,127,268,67
i5-12490F+RTX 2060s,红方队员,500,70,500,120,528,120,528,70
i5-12490F+RTX 2060s,足球,317,80,317,158,360,158,360,80
i5-12490F+RTX 2060s,红方队员,827,97,827,180,859,180,859,97
i5-12490F+RTX 2060s,足球,901,102,901,176,927,176,927,102
i5-12490F+RTX 2060s,红方队员,949,134,949,213,979,213,979,134
i5-12490F+RTX 2060s,红方队员,1702,204,1702,300,1745,300,1745,204
i5-12490F+RTX 2060s,红方队员,912,262,912,353,941,353,941,262
i5-12490F+RTX 2060s,足球,1059,274,1059,373,1088,373,1088,274
i5-12490F+RTX 2060s,红方队员,1498,317,1498,423,1538,423,1538,317
i5-12490F+RTX 2060s,红方队员,1417,471,1417,592,1471,592,1471,471
i5-12490F+RTX 2060s,足球,226,68,226,123,264,123,264,68
i5-12490F+RTX 2060s,红方队员,494,71,494,120,523,120,523,71
i5-12490F+RTX 2060s,足球,308,82,308,154,361,154,361,82
i5-12490F+RTX 2060s,红方队员,823,94,823,182,853,182,853,94
i5-12490F+RTX 2060s,足球,899,101,899,175,925,175,925,101
i5-12490F+RTX 2060s,红方队员,939,133,939,217,970,217,970,133
i5-12490F+RTX 2060s,红方队员,1691,202,1691,302,1741,302,1741,202
i5-12490F+RTX 2060s,红方队员,903,260,903,345,931,345,931,260
i5-12490F+RTX 2060s,足球,1058,276,1058,374,1088,374,1088,276
i5-12490F+RTX 2060s,红方队员,1493,315,1493,425,1538,425,1538,315
i5-12490F+RTX 2060s,红方队员,1415,471,1415,592,1471,592,1471,471
i5-12490F+RTX 2060s,足球,218,71,218,119,256,119,256,71
i5-12490F+RTX 2060s,足球,311,86,311,146,341,146,341,86
i5-12490F+RTX 2060s,红方队员,813,92,813,180,846,180,846,92
i5-12490F+RTX 2060s,足球,895,100,895,181,927,181,927,100
i5-12490F+RTX 2060s,红方队员,933,130,933,214,967,214,967,130
i5-12490F+RTX 2060s,红方队员,1689,199,1689,295,1731,295,1731,199
i5-12490F+RTX 2060s,红方队员,892,261,892,351,927,351,927,261
i5-12490F+RTX 2060s,足球,1049,275,1049,374,1081,374,1081,275
i5-12490F+RTX 2060s,红方队员,1486,315,1486,420,1532,420,1532,315
i5-12490F+RTX 2060s,红方队员,1405,474,1405,594,1467,594,1467,474
i5-12490F+RTX 2060s,足球,209,73,209,117,244,117,244,73
i5-12490F+RTX 2060s,红方队员,474,71,474,116,506,116,506,71
i5-12490F+RTX 2060s,足球,290,81,290,157,333,157,333,81
i5-12490F+RTX 2060s,红方队员,806,93,806,179,844,179,844,93
i5-12490F+RTX 2060s,足球,891,101,891,181,926,181,926,101
i5-12490F+RTX 2060s,红方队员,923,133,923,213,961,213,961,133
i5-12490F+RTX 2060s,红方队员,1686,203,1686,300,1725,300,1725,203
i5-12490F+RTX 2060s,红方队员,882,260,882,350,923,350,923,260
i5-12490F+RTX 2060s,足球,1046,275,1046,376,1079,376,1079,275
i5-12490F+RTX 2060s,红方队员,1481,309,1481,418,1529,418,1529,309
i5-12490F+RTX 2060s,红方队员,1404,472,1404,593,1464,593,1464,472
i5-12490F+RTX 2060s,足球,203,71,203,119,232,119,232,71
i5-12490F+RTX 2060s,足球,283,85,283,157,320,157,320,85
i5-12490F+RTX 2060s,红方队员,800,92,800,177,839,177,839,92
i5-12490F+RTX 2060s,足球,886,103,886,179,927,179,927,103
i5-12490F+RTX 2060s,红方队员,910,135,910,212,951,212,951,135
i5-12490F+RTX 2060s,红方队员,1683,206,1683,300,1721,300,1721,206
i5-12490F+RTX 2060s,红方队员,876,258,876,351,915,351,915,258
i5-12490F+RTX 2060s,足球,1041,275,1041,376,1078,376,1078,275
i5-12490F+RTX 2060s,红方队员,1474,306,1474,420,1524,420,1524,306
i5-12490F+RTX 2060s,红方队员,1402,471,1402,595,1460,595,1460,471
i5-12490F+RTX 2060s,足球,195,69,195,126,224,126,224,69
i5-12490F+RTX 2060s,足球,279,83,279,159,317,159,317,83
i5-12490F+RTX 2060s,红方队员,795,91,795,179,837,179,837,91
i5-12490F+RTX 2060s,足球,882,103,882,181,930,181,930,103
i5-12490F+RTX 2060s,红方队员,1676,205,1676,302,1708,302,1708,205
i5-12490F+RTX 2060s,红方队员,866,259,866,350,913,350,913,259
i5-12490F+RTX 2060s,足球,1034,276,1034,376,1074,376,1074,276
i5-12490F+RTX 2060s,红方队员,1469,305,1469,420,1515,420,1515,305
i5-12490F+RTX 2060s,红方队员,1398,470,1398,591,1453,591,1453,470
i5-12490F+RTX 2060s,足球,186,64,186,128,214,128,214,64
i5-12490F+RTX 2060s,红方队员,448,71,448,117,489,117,489,71
i5-12490F+RTX 2060s,足球,266,82,266,159,306,159,306,82
i5-12490F+RTX 2060s,红方队员,789,90,789,179,838,179,838,90
i5-12490F+RTX 2060s,足球,883,107,883,199,928,199,928,107
i5-12490F+RTX 2060s,红方队员,1668,206,1668,302,1701,302,1701,206
i5-12490F+RTX 2060s,红方队员,859,261,859,353,893,353,893,261
i5-12490F+RTX 2060s,足球,1031,277,1031,377,1071,377,1071,277
i5-12490F+RTX 2060s,红方队员,1466,305,1466,420,1510,420,1510,305
i5-12490F+RTX 2060s,红方队员,1396,469,1396,592,1440,592,1440,469
i5-12490F+RTX 2060s,足球,173,65,173,124,209,124,209,65
i5-12490F+RTX 2060s,足球,254,81,254,162,302,162,302,81
i5-12490F+RTX 2060s,红方队员,785,92,785,180,826,180,826,92
i5-12490F+RTX 2060s,红方队员,880,106,880,197,920,197,920,106
i5-12490F+RTX 2060s,红方队员,1655,201,1655,291,1695,291,1695,201
i5-12490F+RTX 2060s,红方队员,852,262,852,352,886,352,886,262
i5-12490F+RTX 2060s,足球,1028,279,1028,377,1069,377,1069,279
i5-12490F+RTX 2060s,红方队员,1463,310,1463,415,1504,415,1504,310
i5-12490F+RTX 2060s,红方队员,1395,468,1395,588,1431,588,1431,468
i5-12490F+RTX 2060s,足球,164,65,164,119,197,119,197,65
i5-12490F+RTX 2060s,足球,247,82,247,160,295,160,295,82
i5-12490F+RTX 2060s,红方队员,782,93,782,179,820,179,820,93
i5-12490F+RTX 2060s,足球,879,101,879,183,916,183,916,101
i5-12490F+RTX 2060s,红方队员,888,155,888,199,917,199,917,155
i5-12490F+RTX 2060s,红方队员,1650,202,1650,302,1693,302,1693,202
i5-12490F+RTX 2060s,红方队员,842,264,842,352,875,352,875,264
i5-12490F+RTX 2060s,足球,1026,277,1026,376,1066,376,1066,277
i5-12490F+RTX 2060s,红方队员,1460,316,1460,415,1500,415,1500,316
i5-12490F+RTX 2060s,红方队员,1393,470,1393,588,1424,588,1424,470
i5-12490F+RTX 2060s,足球,146,56,146,127,198,127,198,56
i5-12490F+RTX 2060s,红方队员,439,74,439,115,465,115,465,74
i5-12490F+RTX 2060s,足球,240,84,240,154,287,154,287,84
i5-12490F+RTX 2060s,红方队员,775,96,775,179,814,179,814,96
i5-12490F+RTX 2060s,足球,878,101,878,180,914,180,914,101
i5-12490F+RTX 2060s,红方队员,884,155,884,202,912,202,912,155
i5-12490F+RTX 2060s,红方队员,1646,200,1646,302,1690,302,1690,200
i5-12490F+RTX 2060s,红方队员,835,265,835,351,871,351,871,265
i5-12490F+RTX 2060s,足球,1025,278,1025,376,1062,376,1062,278
i5-12490F+RTX 2060s,红方队员,1455,312,1455,417,1487,417,1487,312
i5-12490F+RTX 2060s,红方队员,1390,468,1390,590,1423,590,1423,468
i5-12490F+RTX 2060s,足球,232,83,232,157,274,157,274,83
i5-12490F+RTX 2060s,红方队员,769,95,769,180,810,180,810,95
i5-12490F+RTX 2060s,红方队员,877,101,877,204,911,204,911,101
i5-12490F+RTX 2060s,红方队员,1640,200,1640,301,1692,301,1692,200
i5-12490F+RTX 2060s,红方队员,824,266,824,348,864,348,864,266
i5-12490F+RTX 2060s,足球,1024,275,1024,376,1059,376,1059,275
i5-12490F+RTX 2060s,红方队员,1452,310,1452,420,1482,420,1482,310
i5-12490F+RTX 2060s,红方队员,1382,472,1382,586,1414,586,1414,472
i5-12490F+RTX 2060s,足球,138,70,138,117,171,117,171,70
i5-12490F+RTX 2060s,足球,219,83,219,159,263,159,263,83
i5-12490F+RTX 2060s,红方队员,766,97,766,180,801,180,801,97
i5-12490F+RTX 2060s,足球,878,100,878,183,910,183,910,100
i5-12490F+RTX 2060s,红方队员,863,132,863,211,898,211,898,132
i5-12490F+RTX 2060s,红方队员,1627,204,1627,300,1678,300,1678,204
i5-12490F+RTX 2060s,红方队员,812,263,812,352,861,352,861,263
i5-12490F+RTX 2060s,足球,1024,276,1024,373,1056,373,1056,276
i5-12490F+RTX 2060s,红方队员,1446,309,1446,417,1478,417,1478,309
i5-12490F+RTX 2060s,红方队员,1377,474,1377,586,1414,586,1414,474
i5-12490F+RTX 2060s,红方队员,404,36,404,118,442,118,442,36
i5-12490F+RTX 2060s,足球,214,84,214,158,253,158,253,84
i5-12490F+RTX 2060s,红方队员,763,100,763,178,797,178,797,100
i5-12490F+RTX 2060s,足球,877,101,877,181,910,181,910,101
i5-12490F+RTX 2060s,红方队员,852,136,852,210,896,210,896,136
i5-12490F+RTX 2060s,红方队员,1625,204,1625,301,1668,301,1668,204
i5-12490F+RTX 2060s,红方队员,803,262,803,353,851,353,851,262
i5-12490F+RTX 2060s,足球,1022,276,1022,375,1054,375,1054,276
i5-12490F+RTX 2060s,红方队员,1433,305,1433,415,1472,415,1472,305
i5-12490F+RTX 2060s,红方队员,1366,475,1366,585,1417,585,1417,475
i5-12490F+RTX 2060s,足球,123,67,123,126,155,126,155,67
i5-12490F+RTX 2060s,足球,404,66,404,115,440,115,440,66
i5-12490F+RTX 2060s,足球,210,83,210,158,242,158,242,83
i5-12490F+RTX 2060s,红方队员,760,97,760,179,796,179,796,97
i5-12490F+RTX 2060s,足球,876,102,876,180,910,180,910,102
i5-12490F+RTX 2060s,红方队员,844,137,844,213,891,213,891,137
i5-12490F+RTX 2060s,红方队员,1620,206,1620,301,1657,301,1657,206
i5-12490F+RTX 2060s,红方队员,792,262,792,354,843,354,843,262
i5-12490F+RTX 2060s,足球,1021,277,1021,375,1052,375,1052,277
i5-12490F+RTX 2060s,红方队员,1428,303,1428,414,1469,414,1469,303
i5-12490F+RTX 2060s,红方队员,1358,473,1358,584,1417,584,1417,473
i5-12490F+RTX 2060s,足球,112,71,112,120,143,120,143,71
i5-12490F+RTX 2060s,足球,398,72,398,112,436,112,436,72
i5-12490F+RTX 2060s,足球,206,82,206,161,242,161,242,82
i5-12490F+RTX 2060s,红方队员,754,93,754,180,788,180,788,93
i5-12490F+RTX 2060s,足球,875,104,875,180,909,180,909,104
i5-12490F+RTX 2060s,红方队员,839,132,839,211,883,211,883,132
i5-12490F+RTX 2060s,红方队员,1615,205,1615,304,1650,304,1650,205
i5-12490F+RTX 2060s,红方队员,792,263,792,350,822,350,822,263
i5-12490F+RTX 2060s,足球,1013,273,1013,375,1042,375,1042,273
i5-12490F+RTX 2060s,红方队员,1425,302,1425,415,1468,415,1468,302
i5-12490F+RTX 2060s,红方队员,1351,475,1351,584,1414,584,1414,475
i5-12490F+RTX 2060s,足球,100,72,100,121,137,121,137,72
i5-12490F+RTX 2060s,足球,189,83,189,161,233,161,233,83
i5-12490F+RTX 2060s,红方队员,749,95,749,179,788,179,788,95
i5-12490F+RTX 2060s,足球,873,104,873,177,908,177,908,104
i5-12490F+RTX 2060s,红方队员,831,134,831,214,874,214,874,134
i5-12490F+RTX 2060s,红方队员,1611,205,1611,302,1644,302,1644,205
i5-12490F+RTX 2060s,红方队员,783,264,783,352,816,352,816,264
i5-12490F+RTX 2060s,足球,1014,273,1014,374,1039,374,1039,273
i5-12490F+RTX 2060s,红方队员,1423,306,1423,413,1467,413,1467,306
i5-12490F+RTX 2060s,红方队员,1345,475,1345,584,1408,584,1408,475
i5-12490F+RTX 2060s,足球,94,71,94,119,132,119,132,71
i5-12490F+RTX 2060s,足球,176,89,176,163,229,163,229,89
i5-12490F+RTX 2060s,红方队员,743,95,743,178,785,178,785,95
i5-12490F+RTX 2060s,足球,870,105,870,178,907,178,907,105
i5-12490F+RTX 2060s,红方队员,828,135,828,214,859,214,859,135
i5-12490F+RTX 2060s,红方队员,1604,210,1604,300,1635,300,1635,210
i5-12490F+RTX 2060s,红方队员,770,267,770,360,811,360,811,267
i5-12490F+RTX 2060s,足球,1011,274,1011,375,1038,375,1038,274
i5-12490F+RTX 2060s,红方队员,1421,306,1421,411,1464,411,1464,306
i5-12490F+RTX 2060s,红方队员,1341,473,1341,589,1404,589,1404,473
i5-12490F+RTX 2060s,足球,83,67,83,116,123,116,123,67
i5-12490F+RTX 2060s,红方队员,382,79,382,114,412,114,412,79
i5-12490F+RTX 2060s,足球,171,85,171,159,219,159,219,85
i5-12490F+RTX 2060s,红方队员,738,96,738,177,778,177,778,96
i5-12490F+RTX 2060s,足球,864,103,864,180,898,180,898,103
i5-12490F+RTX 2060s,红方队员,824,135,824,218,856,218,856,135
i5-12490F+RTX 2060s,红方队员,1600,207,1600,300,1634,300,1634,207
i5-12490F+RTX 2060s,红方队员,761,272,761,358,805,358,805,272
i5-12490F+RTX 2060s,足球,1007,275,1007,379,1037,379,1037,275
i5-12490F+RTX 2060s,红方队员,1413,308,1413,407,1451,407,1451,308
i5-12490F+RTX 2060s,红方队员,1341,476,1341,586,1398,586,1398,476
i5-12490F+RTX 2060s,足球,165,85,165,157,211,157,211,85
i5-12490F+RTX 2060s,红方队员,734,97,734,178,770,178,770,97
i5-12490F+RTX 2060s,足球,865,104,865,180,897,180,897,104
i5-12490F+RTX 2060s,红方队员,817,136,817,217,851,217,851,136
i5-12490F+RTX 2060s,红方队员,1589,207,1589,301,1633,301,1633,207
i5-12490F+RTX 2060s,红方队员,757,276,757,354,800,354,800,276
i5-12490F+RTX 2060s,足球,1000,277,1000,379,1034,379,1034,277
i5-12490F+RTX 2060s,红方队员,1408,308,1408,407,1447,407,1447,308
i5-12490F+RTX 2060s,红方队员,1332,475,1332,580,1383,580,1383,475
i5-12490F+RTX 2060s,足球,70,72,70,113,108,113,108,72
i5-12490F+RTX 2060s,足球,156,82,156,159,195,159,195,82
i5-12490F+RTX 2060s,红方队员,729,99,729,178,764,178,764,99
i5-12490F+RTX 2060s,足球,864,103,864,180,895,180,895,103
i5-12490F+RTX 2060s,红方队员,805,138,805,216,842,216,842,138
i5-12490F+RTX 2060s,红方队员,1580,202,1580,306,1628,306,1628,202
i5-12490F+RTX 2060s,红方队员,739,273,739,357,792,357,792,273
i5-12490F+RTX 2060s,足球,992,277,992,378,1031,378,1031,277
i5-12490F+RTX 2060s,红方队员,1402,307,1402,410,1439,410,1439,307
i5-12490F+RTX 2060s,红方队员,1329,475,1329,580,1377,580,1377,475
i5-12490F+RTX 2060s,足球,145,84,145,158,186,158,186,84
i5-12490F+RTX 2060s,红方队员,727,97,727,177,758,177,758,97
i5-12490F+RTX 2060s,足球,864,104,864,182,895,182,895,104
i5-12490F+RTX 2060s,红方队员,799,136,799,212,836,212,836,136
i5-12490F+RTX 2060s,红方队员,1575,203,1575,303,1622,303,1622,203
i5-12490F+RTX 2060s,红方队员,728,271,728,357,782,357,782,271
i5-12490F+RTX 2060s,足球,990,279,990,378,1030,378,1030,279
i5-12490F+RTX 2060s,红方队员,1395,306,1395,394,1432,394,1432,306
i5-12490F+RTX 2060s,红方队员,1324,474,1324,583,1368,583,1368,474
i5-12490F+RTX 2060s,足球,137,91,137,165,181,165,181,91
i5-12490F+RTX 2060s,红方队员,725,97,725,182,757,182,757,97
i5-12490F+RTX 2060s,足球,862,103,862,183,894,183,894,103
i5-12490F+RTX 2060s,红方队员,794,136,794,215,834,215,834,136
i5-12490F+RTX 2060s,红方队员,1569,206,1569,301,1618,301,1618,206
i5-12490F+RTX 2060s,红方队员,719,272,719,358,771,358,771,272
i5-12490F+RTX 2060s,足球,987,280,987,377,1026,377,1026,280
i5-12490F+RTX 2060s,红方队员,1392,301,1392,399,1428,399,1428,301
i5-12490F+RTX 2060s,红方队员,1319,474,1319,583,1365,583,1365,474
i5-12490F+RTX 2060s,足球,131,91,131,162,177,162,177,91
i5-12490F+RTX 2060s,红方队员,718,95,718,176,750,176,750,95
i5-12490F+RTX 2060s,足球,859,102,859,184,892,184,892,102
i5-12490F+RTX 2060s,红方队员,787,131,787,215,823,215,823,131
i5-12490F+RTX 2060s,红方队员,1567,208,1567,300,1614,300,1614,208
i5-12490F+RTX 2060s,红方队员,715,271,715,361,749,361,749,271
i5-12490F+RTX 2060s,足球,986,280,986,377,1023,377,1023,280
i5-12490F+RTX 2060s,红方队员,1388,299,1388,401,1425,401,1425,299
i5-12490F+RTX 2060s,红方队员,1313,474,1313,581,1363,581,1363,474
i5-12490F+RTX 2060s,足球,31,63,31,114,67,114,67,63
i5-12490F+RTX 2060s,足球,117,88,117,166,169,166,169,88
i5-12490F+RTX 2060s,红方队员,716,95,716,177,749,177,749,95
i5-12490F+RTX 2060s,足球,856,103,856,183,891,183,891,103
i5-12490F+RTX 2060s,红方队员,776,133,776,212,817,212,817,133
i5-12490F+RTX 2060s,红方队员,1562,209,1562,302,1596,302,1596,209
i5-12490F+RTX 2060s,红方队员,706,271,706,363,742,363,742,271
i5-12490F+RTX 2060s,足球,987,278,987,377,1019,377,1019,278
i5-12490F+RTX 2060s,红方队员,1384,301,1384,410,1425,410,1425,301
i5-12490F+RTX 2060s,红方队员,1306,476,1306,582,1360,582,1360,476
i5-12490F+RTX 2060s,足球,9,33,9,115,52,115,52,33
i5-12490F+RTX 2060s,足球,109,88,109,165,164,165,164,88
i5-12490F+RTX 2060s,红方队员,711,94,711,177,745,177,745,94
i5-12490F+RTX 2060s,足球,854,103,854,183,890,183,890,103
i5-12490F+RTX 2060s,红方队员,767,132,767,213,808,213,808,132
i5-12490F+RTX 2060s,红方队员,1558,208,1558,302,1586,302,1586,208
i5-12490F+RTX 2060s,红方队员,692,270,692,363,731,363,731,270
i5-12490F+RTX 2060s,足球,985,278,985,377,1016,377,1016,278
i5-12490F+RTX 2060s,红方队员,1377,303,1377,409,1416,409,1416,303
i5-12490F+RTX 2060s,红方队员,1293,470,1293,582,1352,582,1352,470
i5-12490F+RTX 2060s,足球,103,86,103,158,150,158,150,86
i5-12490F+RTX 2060s,红方队员,707,96,707,177,743,177,743,96
i5-12490F+RTX 2060s,足球,852,102,852,183,889,183,889,102
i5-12490F+RTX 2060s,红方队员,764,132,764,213,798,213,798,132
